"species","file","raw_rows","post_burnin_rows","kept","reason"
"Eurycea_chamberlaini","pars_6.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_7.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_8.pars.log",5001,2001,TRUE,"kept"
"Eurycea_chamberlaini","pars_9.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_1.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_10.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_11.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_12.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_13.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_14.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_2.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_3.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_4.pars.log",5001,2001,TRUE,"kept"
"Eurycea_cirrigera","pars_5.pars.log",5001,2001,TRUE,"kept"
